sample_id,ground_truth,classical_prediction,hybrid_prediction,classical_score,hybrid_score,classical_classification,hybrid_classification
1165,0,0,1,0.518991231918335,0.6731847524642944,TN,FP
1166,0,0,1,0.5218105316162109,0.686219334602356,TN,FP
1167,0,0,1,0.5174694061279297,0.6853795647621155,TN,FP
1168,0,0,1,0.5364875197410583,0.7099342346191406,TN,FP
1169,0,0,1,0.5295266509056091,0.7398938536643982,TN,FP
1170,0,0,1,0.5299612283706665,0.7543447613716125,TN,FP
1171,0,0,1,0.5678030252456665,0.773090660572052,TN,FP
1172,0,0,1,0.551398515701294,0.7561403512954712,TN,FP
1173,0,0,1,0.5423341989517212,0.765379011631012,TN,FP
1174,0,0,1,0.5807545781135559,0.7362246513366699,TN,FP
1175,0,0,1,0.5710389018058777,0.7541811466217041,TN,FP
1176,0,0,1,0.5630738735198975,0.7480127811431885,TN,FP
1177,0,0,1,0.546392023563385,0.729329526424408,TN,FP
1178,0,0,1,0.5401281118392944,0.7220674157142639,TN,FP
1179,0,0,1,0.5574761033058167,0.754689633846283,TN,FP
1180,0,0,1,0.5526815056800842,0.7321142554283142,TN,FP
1181,0,0,1,0.5781911015510559,0.722994863986969,TN,FP
1182,0,0,1,0.5426322817802429,0.7078342437744141,TN,FP
1183,0,0,1,0.5781696438789368,0.7062748074531555,TN,FP
1184,0,0,1,0.5674313902854919,0.6729758977890015,TN,FP
1185,0,0,1,0.5933845639228821,0.6607391238212585,TN,FP
1186,0,0,1,0.5561214089393616,0.6528413891792297,TN,FP
1187,0,0,1,0.5897943377494812,0.6465460062026978,TN,FP
1188,0,0,1,0.5714260935783386,0.6987535953521729,TN,FP
1189,0,0,1,0.560104489326477,0.6885710954666138,TN,FP
1190,0,0,1,0.5512861013412476,0.6785021424293518,TN,FP
1191,0,0,1,0.59991055727005,0.6569281220436096,TN,FP
1192,0,0,1,0.5775980949401855,0.6803264617919922,TN,FP
1193,0,0,1,0.5961155295372009,0.6679679751396179,TN,FP
1194,0,0,1,0.5931371450424194,0.6841748952865601,TN,FP
1195,0,0,1,0.5878085494041443,0.673198938369751,TN,FP
1196,0,0,1,0.572268009185791,0.6381697654724121,TN,FP
1197,0,0,1,0.589571475982666,0.6423263549804688,TN,FP
1198,0,0,1,0.5642504692077637,0.645700991153717,TN,FP
1199,0,0,1,0.5745595693588257,0.6259921193122864,TN,FP
1200,0,0,1,0.5870307087898254,0.608721137046814,TN,FP
1201,0,0,1,0.5687850713729858,0.6110448837280273,TN,FP
1202,0,0,1,0.5567663311958313,0.6053979992866516,TN,FP
1203,0,0,1,0.5922827124595642,0.6031375527381897,TN,FP
1205,0,0,1,0.5687583684921265,0.5737124085426331,TN,FP
1206,0,0,1,0.5978066921234131,0.5717194676399231,TN,FP
1207,0,0,1,0.5898709893226624,0.5636823773384094,TN,FP
1208,0,0,1,0.5638113617897034,0.5527207255363464,TN,FP
1210,0,0,1,0.598195493221283,0.5500520467758179,TN,FP
1212,0,0,1,0.5893131494522095,0.543010950088501,TN,FP
1213,0,0,1,0.6018127202987671,0.5464203357696533,TN,FP
1215,0,0,1,0.606725811958313,0.5288455486297607,TN,FP
1216,0,0,1,0.6111606955528259,0.5244554281234741,TN,FP
1217,0,0,1,0.5705809593200684,0.5328420996665955,TN,FP
1218,0,0,1,0.5374292731285095,0.5184095501899719,TN,FP
1220,0,0,1,0.5915924310684204,0.5392300486564636,TN,FP
1221,0,0,1,0.5266034603118896,0.5118667483329773,TN,FP
1222,0,0,1,0.6002088189125061,0.5239803791046143,TN,FP
1223,0,0,1,0.5720566511154175,0.5137341618537903,TN,FP
1225,0,0,1,0.5714520215988159,0.514650821685791,TN,FP
1226,0,0,1,0.5487300157546997,0.50579434633255,TN,FP
1227,0,0,1,0.5528308749198914,0.5147131681442261,TN,FP
1228,0,0,1,0.5442289113998413,0.5223687887191772,TN,FP
1229,0,0,1,0.56104576587677,0.5324170589447021,TN,FP
1230,0,0,1,0.5658707022666931,0.5165935158729553,TN,FP
1231,0,0,1,0.5689256191253662,0.536420464515686,TN,FP
1232,0,0,1,0.5603786110877991,0.5412597060203552,TN,FP
1233,0,0,1,0.5708191394805908,0.5491693019866943,TN,FP
1234,0,0,1,0.5808785557746887,0.6013689637184143,TN,FP
1235,0,0,1,0.5947566032409668,0.5583356618881226,TN,FP
1236,0,0,1,0.5794821977615356,0.5580042004585266,TN,FP
1237,0,0,1,0.5776925086975098,0.5629369616508484,TN,FP
1238,0,0,1,0.6100414991378784,0.5550698637962341,TN,FP
1239,0,0,1,0.5823479294776917,0.6358204483985901,TN,FP
1240,0,0,1,0.5781799554824829,0.6193581819534302,TN,FP
1241,0,0,1,0.5911203622817993,0.5809454917907715,TN,FP
1242,0,0,1,0.5792704224586487,0.5988271236419678,TN,FP
1243,0,0,1,0.5943538546562195,0.6239492893218994,TN,FP
1244,0,0,1,0.5760682821273804,0.5933647155761719,TN,FP
1245,0,0,1,0.5848237872123718,0.6211922764778137,TN,FP
1246,0,0,1,0.6020615100860596,0.6364012956619263,TN,FP
1256,0,0,1,0.5714759826660156,0.9366040229797363,TN,FP
1257,0,0,1,0.584699809551239,0.9188861846923828,TN,FP
1258,0,0,1,0.5853829383850098,0.9608802795410156,TN,FP
1259,0,0,1,0.5834464430809021,0.9054521322250366,TN,FP
1260,0,0,1,0.5894901752471924,0.9156118631362915,TN,FP
1261,0,0,1,0.5848098397254944,0.894001305103302,TN,FP
1262,0,0,1,0.5825396180152893,0.9477384090423584,TN,FP
1263,0,0,1,0.5597156286239624,0.8904843330383301,TN,FP
1264,0,0,1,0.5391965508460999,0.8954631090164185,TN,FP
1265,0,0,1,0.5502225756645203,0.8684539198875427,TN,FP
1266,0,0,1,0.5476893782615662,0.8803645372390747,TN,FP
1267,0,0,1,0.5533990263938904,0.9328100085258484,TN,FP
1268,0,0,1,0.546040952205658,0.8319252729415894,TN,FP
1269,0,0,1,0.5727421045303345,0.826592206954956,TN,FP
1270,0,0,1,0.5473934412002563,0.8442749977111816,TN,FP
1271,0,0,1,0.5441208481788635,0.8245857357978821,TN,FP
1272,0,0,1,0.5392967462539673,0.8516445755958557,TN,FP
1273,0,0,1,0.5580653548240662,0.8273666501045227,TN,FP
1274,0,0,1,0.5861173868179321,0.8380210995674133,TN,FP
1275,0,0,1,0.5361148118972778,0.8118411898612976,TN,FP
1276,0,0,1,0.553215742111206,0.8130348324775696,TN,FP
1277,0,0,1,0.5705757141113281,0.8335134983062744,TN,FP
1278,0,0,1,0.5699477195739746,0.803886890411377,TN,FP
1279,0,0,1,0.541097104549408,0.819283127784729,TN,FP
1280,0,0,1,0.5611393451690674,0.84322190284729,TN,FP
1281,0,0,1,0.5874448418617249,0.8109416365623474,TN,FP
1282,0,0,1,0.557283341884613,0.7982285022735596,TN,FP
1283,0,0,1,0.5573256015777588,0.7900877594947815,TN,FP
1284,0,0,1,0.5660592317581177,0.7976801991462708,TN,FP
1285,0,0,1,0.5818470120429993,0.7886378765106201,TN,FP
1286,0,0,1,0.551570475101471,0.7559715509414673,TN,FP
1287,0,0,1,0.5617393255233765,0.7750307321548462,TN,FP
1288,0,0,1,0.5400665998458862,0.8324440121650696,TN,FP
1289,0,0,1,0.5482922196388245,0.795081377029419,TN,FP
1290,0,0,1,0.6125357747077942,0.7892518639564514,TN,FP
1291,0,0,1,0.5998321771621704,0.786090612411499,TN,FP
1292,0,0,1,0.605827808380127,0.7767025232315063,TN,FP
1293,0,0,1,0.5991954207420349,0.789267361164093,TN,FP
1294,0,0,1,0.5690901875495911,0.8351911902427673,TN,FP
1295,0,0,1,0.5764381289482117,0.7743105888366699,TN,FP
1296,0,0,1,0.6077895164489746,0.7585628628730774,TN,FP
1297,0,0,1,0.5903775691986084,0.7686619758605957,TN,FP
1298,0,0,1,0.5802679061889648,0.7562446594238281,TN,FP
1299,0,0,1,0.587320864200592,0.7325788140296936,TN,FP
1300,0,0,1,0.6129122376441956,0.7305353283882141,TN,FP
1301,0,0,1,0.6023988127708435,0.7303115129470825,TN,FP
1302,0,0,1,0.5918691158294678,0.7206389904022217,TN,FP
1303,0,0,1,0.5770459771156311,0.7219170331954956,TN,FP
1304,0,0,1,0.565345048904419,0.6923481822013855,TN,FP
1305,0,0,1,0.5731215476989746,0.7023231983184814,TN,FP
1306,0,0,1,0.5713586807250977,0.6822471022605896,TN,FP
1307,0,0,1,0.5834107995033264,0.6918478608131409,TN,FP
1308,0,0,1,0.6099438667297363,0.696265459060669,TN,FP
1309,0,0,1,0.597963273525238,0.6951178908348083,TN,FP
1310,0,0,1,0.5987790822982788,0.6973345875740051,TN,FP
1311,0,0,1,0.5992708802223206,0.6893435120582581,TN,FP
1312,0,0,1,0.6111871600151062,0.6888850331306458,TN,FP
1313,0,0,1,0.6057407259941101,0.6856727600097656,TN,FP
1325,0,0,1,0.6005164980888367,0.6385971307754517,TN,FP
1328,0,0,1,0.6093528270721436,0.6261520385742188,TN,FP
1329,0,0,1,0.6089841723442078,0.6193408966064453,TN,FP
1331,0,0,1,0.5877536535263062,0.5963448286056519,TN,FP
1332,0,0,1,0.6003642082214355,0.5876805782318115,TN,FP
1333,0,0,1,0.5752437710762024,0.5824865102767944,TN,FP
1334,0,0,1,0.6078821420669556,0.5834659934043884,TN,FP
1335,0,0,1,0.6110197305679321,0.6027470231056213,TN,FP
1336,0,0,1,0.5985431671142578,0.5880004167556763,TN,FP
1337,0,0,1,0.5941917300224304,0.5790340900421143,TN,FP
1338,0,0,1,0.6113051772117615,0.5730183720588684,TN,FP
1339,0,0,1,0.6034213304519653,0.5858582854270935,TN,FP
1340,0,0,1,0.5786557793617249,0.5619816780090332,TN,FP
1342,0,0,1,0.5815227031707764,0.542036771774292,TN,FP
1343,0,0,1,0.5858542919158936,0.5392530560493469,TN,FP
1345,0,0,1,0.6089335083961487,0.547258198261261,TN,FP
1348,0,0,1,0.5819492340087891,0.5425453186035156,TN,FP
1352,0,0,1,0.597844660282135,0.5339499115943909,TN,FP
1353,0,0,1,0.5706756711006165,0.5508859753608704,TN,FP
1355,0,0,1,0.5817995071411133,0.5472432374954224,TN,FP
1356,0,0,1,0.5862770676612854,0.5449337363243103,TN,FP
1357,0,0,1,0.5677684545516968,0.55140221118927,TN,FP
1359,0,0,1,0.5893552899360657,0.5502855181694031,TN,FP
1360,0,0,1,0.5969327092170715,0.57591712474823,TN,FP
1361,0,0,1,0.5964992046356201,0.5485258102416992,TN,FP
1364,0,0,1,0.5750724673271179,0.5796937942504883,TN,FP
1365,0,0,1,0.5938332080841064,0.5696502923965454,TN,FP
1366,0,0,1,0.6005501747131348,0.590178906917572,TN,FP
1368,0,0,1,0.5807784795761108,0.5463566184043884,TN,FP
1369,0,0,1,0.5814753770828247,0.5302781462669373,TN,FP
1370,0,0,1,0.5706210732460022,0.5534418225288391,TN,FP
1371,0,0,1,0.5907891988754272,0.6016110777854919,TN,FP
1372,0,0,1,0.5904982089996338,0.5697652697563171,TN,FP
1373,0,0,1,0.5999151468276978,0.5589357614517212,TN,FP
1374,0,0,1,0.5726938843727112,0.5427987575531006,TN,FP
1375,0,0,1,0.5866194367408752,0.5607916712760925,TN,FP
1376,0,0,1,0.5751402378082275,0.5601351261138916,TN,FP
1377,0,0,1,0.5751233100891113,0.5438440442085266,TN,FP
1378,0,0,1,0.5743672847747803,0.5856581330299377,TN,FP
1379,0,0,1,0.566078245639801,0.5877710580825806,TN,FP
1380,0,0,1,0.5850180983543396,0.5811923146247864,TN,FP
1381,0,0,1,0.5675387382507324,0.6031216382980347,TN,FP
1382,0,0,1,0.5735212564468384,0.5813952088356018,TN,FP
1383,0,0,1,0.5800856351852417,0.6621752977371216,TN,FP
1384,0,0,1,0.5836641788482666,0.5942993760108948,TN,FP
1385,0,0,1,0.5507616400718689,0.5932372212409973,TN,FP
1386,0,0,1,0.5903811454772949,0.6544389128684998,TN,FP
1387,0,0,1,0.5758325457572937,0.5947890877723694,TN,FP
1388,0,0,1,0.5711890459060669,0.5765969157218933,TN,FP
1389,0,0,1,0.5414948463439941,0.6023903489112854,TN,FP
1390,0,0,1,0.5805255174636841,0.6012722849845886,TN,FP
1391,0,0,1,0.5553907155990601,0.5377355813980103,TN,FP
1392,0,0,1,0.5648950934410095,0.546668529510498,TN,FP
1393,0,0,1,0.5507926344871521,0.605613112449646,TN,FP
1394,0,0,1,0.5792837738990784,0.625750720500946,TN,FP
1395,0,0,1,0.5598920583724976,0.5772213935852051,TN,FP
1396,0,0,1,0.5605857968330383,0.6476549506187439,TN,FP
1397,0,0,1,0.5467143058776855,0.6299105286598206,TN,FP
1398,0,0,1,0.5685023665428162,0.6263346672058105,TN,FP
1399,0,0,1,0.5389042496681213,0.6196495294570923,TN,FP
1400,0,0,1,0.5339025259017944,0.5977330207824707,TN,FP
1401,0,0,1,0.5765763521194458,0.6022538542747498,TN,FP
1402,0,0,1,0.5678613185882568,0.6199328899383545,TN,FP
1403,0,0,1,0.5747414827346802,0.6288721561431885,TN,FP
1404,0,0,1,0.5973809361457825,0.6246865391731262,TN,FP
1405,0,0,1,0.560380220413208,0.6349996328353882,TN,FP
1406,0,0,1,0.5968191623687744,0.5984373092651367,TN,FP
1407,0,0,1,0.5621710419654846,0.6020814776420593,TN,FP
1408,0,0,1,0.5877411365509033,0.6284956336021423,TN,FP
1409,0,0,1,0.5560975670814514,0.6130836009979248,TN,FP
1410,0,0,1,0.582568347454071,0.6159791350364685,TN,FP
1411,0,0,1,0.6074749827384949,0.6168009042739868,TN,FP
1412,0,0,1,0.5832439064979553,0.6122618317604065,TN,FP
1413,0,0,1,0.5425822734832764,0.6129586100578308,TN,FP
1414,0,0,1,0.5833435654640198,0.6023150086402893,TN,FP
1415,0,0,1,0.5479835867881775,0.6039748787879944,TN,FP
1416,0,0,1,0.5408674478530884,0.5992143154144287,TN,FP
1417,0,0,1,0.5859863758087158,0.6073749661445618,TN,FP
1418,0,0,1,0.568226158618927,0.6033311486244202,TN,FP
1419,0,0,1,0.5873327851295471,0.5992909073829651,TN,FP
1420,0,0,1,0.5681564807891846,0.5989182591438293,TN,FP
1421,0,0,1,0.5510916113853455,0.5994006991386414,TN,FP
1422,0,0,1,0.5428025126457214,0.587592601776123,TN,FP
1423,0,0,1,0.5630456209182739,0.5967370867729187,TN,FP
1424,0,0,1,0.5511491298675537,0.5944108366966248,TN,FP
1425,0,0,1,0.5276229977607727,0.5947906970977783,TN,FP
1426,0,0,1,0.5407947301864624,0.6047438979148865,TN,FP
1427,0,0,1,0.5509043335914612,0.596268892288208,TN,FP
1428,0,0,1,0.5495373010635376,0.5823633670806885,TN,FP
1429,0,0,1,0.5286494493484497,0.5716984868049622,TN,FP
1430,0,0,1,0.5411685705184937,0.5782592296600342,TN,FP
1431,0,0,1,0.5260928869247437,0.5760772228240967,TN,FP
1432,0,0,1,0.5250398516654968,0.5673766136169434,TN,FP
1433,0,0,1,0.5309036374092102,0.5805583596229553,TN,FP
1434,0,0,1,0.544131875038147,0.5821977853775024,TN,FP
1435,0,0,1,0.5249838829040527,0.5668966770172119,TN,FP
1436,0,0,1,0.5344800353050232,0.585345983505249,TN,FP
1437,0,0,1,0.5370399951934814,0.5720211267471313,TN,FP
1438,0,0,1,0.536781370639801,0.5613018274307251,TN,FP
1439,0,0,1,0.5415189862251282,0.5874825119972229,TN,FP
1440,0,0,1,0.5348970890045166,0.597935140132904,TN,FP
1441,0,0,1,0.5311472415924072,0.5662108063697815,TN,FP
1442,0,0,1,0.5318789482116699,0.5771687030792236,TN,FP
1443,0,0,1,0.5332116484642029,0.575758695602417,TN,FP
1444,0,0,1,0.5327356457710266,0.5783563852310181,TN,FP
1445,0,0,1,0.5195624232292175,0.5417565703392029,TN,FP
1446,0,0,1,0.5167267322540283,0.5463011264801025,TN,FP
1447,0,0,1,0.5242825746536255,0.5643919706344604,TN,FP
1448,0,0,1,0.532437801361084,0.5483595132827759,TN,FP
1449,0,0,1,0.5384501218795776,0.5620438456535339,TN,FP
1450,0,0,1,0.5317683815956116,0.5624696612358093,TN,FP
1451,0,0,1,0.5386321544647217,0.5381966233253479,TN,FP
1452,0,0,1,0.5433483123779297,0.5728853344917297,TN,FP
1453,0,0,1,0.5388160347938538,0.573920726776123,TN,FP
1454,0,0,1,0.5374606847763062,0.5767567157745361,TN,FP
1455,0,0,1,0.5343503355979919,0.5429970026016235,TN,FP
1456,0,0,1,0.5310556888580322,0.5510448813438416,TN,FP
1457,0,0,1,0.5299442410469055,0.5686467289924622,TN,FP
1458,0,0,1,0.524012565612793,0.6161152124404907,TN,FP
1459,0,0,1,0.5411832928657532,0.6049982309341431,TN,FP
1460,0,0,1,0.5645897388458252,0.5945836901664734,TN,FP
1476,0,0,1,0.5566473603248596,0.8839394450187683,TN,FP
1477,0,0,1,0.578260600566864,0.8756041526794434,TN,FP
1478,0,0,1,0.5560353994369507,0.8992245197296143,TN,FP
1479,0,0,1,0.5461349487304688,0.8819395303726196,TN,FP
1480,0,0,1,0.5350269675254822,0.8886926174163818,TN,FP
1481,0,0,1,0.555279016494751,0.8625243306159973,TN,FP
1482,0,0,1,0.569907546043396,0.857069730758667,TN,FP
1483,0,0,1,0.528188169002533,0.8464235067367554,TN,FP
1484,0,0,1,0.5151392221450806,0.8508204817771912,TN,FP
1485,0,0,1,0.5309405326843262,0.8476078510284424,TN,FP
1486,0,0,1,0.5530006885528564,0.8531711101531982,TN,FP
1487,0,0,1,0.5926016569137573,0.8714125752449036,TN,FP
1488,0,0,1,0.5453810691833496,0.9043981432914734,TN,FP
1489,0,0,1,0.5718134641647339,0.8791594505310059,TN,FP
1490,0,0,1,0.5687882900238037,0.8902605175971985,TN,FP
1491,0,0,1,0.5506616830825806,0.8805618286132812,TN,FP
1492,0,0,1,0.5677805542945862,0.853867769241333,TN,FP
1493,0,0,1,0.5541942715644836,0.8440486788749695,TN,FP
1494,0,0,1,0.5610811114311218,0.9354583024978638,TN,FP
1495,0,0,1,0.5451418161392212,0.8517991900444031,TN,FP
1496,0,0,1,0.5464235544204712,0.8337087035179138,TN,FP
1497,0,0,1,0.5610517263412476,0.842387318611145,TN,FP
1498,0,0,1,0.545519232749939,0.8666795492172241,TN,FP
1499,0,0,1,0.5647888779640198,0.8985193371772766,TN,FP
1500,0,0,1,0.5642440319061279,0.866273820400238,TN,FP
1501,0,0,1,0.5548527240753174,0.8712283968925476,TN,FP
1502,0,0,1,0.5713697075843811,0.8423646688461304,TN,FP
1503,0,0,1,0.5720500349998474,0.8433811664581299,TN,FP
1504,0,0,1,0.5700774192810059,0.8450355529785156,TN,FP
1505,0,0,1,0.5666084885597229,0.8595184087753296,TN,FP
1506,0,0,1,0.5797529220581055,0.8411543965339661,TN,FP
1507,0,0,1,0.5828343033790588,0.8605296611785889,TN,FP
1508,0,0,1,0.5762295722961426,0.8470022678375244,TN,FP
1509,0,0,1,0.5652477145195007,0.8964628577232361,TN,FP
1510,0,0,1,0.585161030292511,0.8492120504379272,TN,FP
1511,0,0,1,0.5764045715332031,0.8426086902618408,TN,FP
1513,0,0,1,0.5832759141921997,0.8617153167724609,TN,FP
1514,0,0,1,0.6023235321044922,0.8492693305015564,TN,FP
1516,0,0,1,0.5948241949081421,0.8517827391624451,TN,FP
1517,0,0,1,0.5823445320129395,0.8273877501487732,TN,FP
1518,0,0,1,0.5532025098800659,0.8328527808189392,TN,FP
1519,0,0,1,0.5669667720794678,0.824626088142395,TN,FP
1520,0,0,1,0.5679445862770081,0.8062970638275146,TN,FP
1521,0,0,1,0.5576637983322144,0.855225682258606,TN,FP
1522,0,0,1,0.5615537762641907,0.7992017865180969,TN,FP
1523,0,0,1,0.5783728957176208,0.8065711259841919,TN,FP
1524,0,0,1,0.5520602464675903,0.7929283380508423,TN,FP
1525,0,0,1,0.5540605783462524,0.8078849911689758,TN,FP
1526,0,0,1,0.5652820467948914,0.787768542766571,TN,FP
1527,0,0,1,0.5466108322143555,0.7742992639541626,TN,FP
1528,0,0,1,0.5603843331336975,0.7746519446372986,TN,FP
1529,0,0,1,0.5520865321159363,0.7625067830085754,TN,FP
1530,0,0,1,0.5513457655906677,0.7575189471244812,TN,FP
1531,0,0,1,0.5827765464782715,0.7870510220527649,TN,FP
1532,0,0,1,0.5551719665527344,0.7883197069168091,TN,FP
1533,0,0,1,0.5607740879058838,0.7697587013244629,TN,FP
1534,0,0,1,0.5688169598579407,0.7716862559318542,TN,FP
1535,0,0,1,0.5583856701850891,0.7586982846260071,TN,FP
1536,0,0,1,0.5623020529747009,0.762403666973114,TN,FP
1537,0,0,1,0.5399264693260193,0.7190630435943604,TN,FP
1538,0,0,1,0.5576773881912231,0.7194957137107849,TN,FP
1539,0,0,1,0.5348770618438721,0.7218736410140991,TN,FP
1540,0,0,1,0.5374831557273865,0.7149244546890259,TN,FP
1541,0,0,1,0.5280244946479797,0.7191742658615112,TN,FP
1542,0,0,1,0.5535622239112854,0.6941184401512146,TN,FP
1543,0,0,1,0.5429214835166931,0.6888800263404846,TN,FP
1544,0,0,1,0.5412700176239014,0.7394412755966187,TN,FP
1545,0,0,1,0.5282987356185913,0.6879262328147888,TN,FP
1546,0,0,1,0.5382635593414307,0.6832507848739624,TN,FP
1547,0,0,1,0.5357097387313843,0.6790845394134521,TN,FP
1548,0,0,1,0.5946362018585205,0.6668404936790466,TN,FP
1549,0,0,1,0.5223780274391174,0.6493565440177917,TN,FP
1550,0,0,1,0.531161904335022,0.640462338924408,TN,FP
1551,0,0,1,0.5818957686424255,0.6480739116668701,TN,FP
1552,0,0,1,0.556073784828186,0.6391748785972595,TN,FP
1553,0,0,1,0.5927355289459229,0.6319481730461121,TN,FP
1554,0,0,1,0.5522258877754211,0.6596417427062988,TN,FP
1555,0,0,1,0.5669886469841003,0.6298565864562988,TN,FP
1556,0,0,1,0.5676763653755188,0.6225348114967346,TN,FP
1557,0,0,1,0.5926269292831421,0.6165988445281982,TN,FP
1558,0,0,1,0.5648259520530701,0.6173471212387085,TN,FP
1559,0,0,1,0.5760725140571594,0.6156511902809143,TN,FP
1560,0,0,1,0.579448401927948,0.6277061700820923,TN,FP
1561,0,0,1,0.5691602826118469,0.6245502233505249,TN,FP
1562,0,0,1,0.5830696225166321,0.598320484161377,TN,FP
1563,0,0,1,0.5988793969154358,0.6069573760032654,TN,FP
1564,0,0,1,0.5693546533584595,0.6083625555038452,TN,FP
1565,0,0,1,0.5944496989250183,0.6093223094940186,TN,FP
1566,0,0,1,0.5962667465209961,0.6122356057167053,TN,FP
1567,0,0,1,0.6032045483589172,0.6449615359306335,TN,FP
1568,0,0,1,0.5907055735588074,0.6201049089431763,TN,FP
1569,0,0,1,0.5973179340362549,0.6200356483459473,TN,FP
1570,0,0,1,0.6119590401649475,0.62552809715271,TN,FP
1571,0,0,1,0.594048023223877,0.6248050332069397,TN,FP
1572,0,0,1,0.5957286357879639,0.6200821399688721,TN,FP
1573,0,0,1,0.6074907183647156,0.6198925375938416,TN,FP
1604,0,0,1,0.6032153367996216,1.0582982301712036,TN,FP
1606,0,0,1,0.6044132113456726,1.0813193321228027,TN,FP
1607,0,0,1,0.5792630910873413,1.1100999116897583,TN,FP
1608,0,0,1,0.5990206003189087,1.101924180984497,TN,FP
1609,0,0,1,0.6083123087882996,1.053031325340271,TN,FP
1611,0,0,1,0.6126024127006531,1.0742465257644653,TN,FP
1612,0,0,1,0.5968595147132874,1.0376579761505127,TN,FP
1613,0,0,1,0.5991254448890686,1.0132250785827637,TN,FP
1614,0,0,1,0.5729288458824158,0.9894182682037354,TN,FP
1615,0,0,1,0.6088950634002686,1.0109024047851562,TN,FP
1616,0,0,1,0.5872811079025269,1.047714114189148,TN,FP
1617,0,0,1,0.5669470429420471,0.9865186810493469,TN,FP
1618,0,0,1,0.580536425113678,0.9892629981040955,TN,FP
1619,0,0,1,0.5946652293205261,1.040015697479248,TN,FP
1620,0,0,1,0.5815954208374023,0.9586858153343201,TN,FP
1621,0,0,1,0.5752025842666626,1.0063177347183228,TN,FP
1623,0,0,1,0.5722564458847046,0.9726943969726562,TN,FP
1624,0,0,1,0.5593770742416382,0.9119001626968384,TN,FP
1625,0,0,1,0.5678403973579407,0.9430751204490662,TN,FP
1626,0,0,1,0.5505565404891968,0.9647802114486694,TN,FP
1627,0,0,1,0.5667588710784912,0.9109545350074768,TN,FP
1628,0,0,1,0.5588595867156982,0.891103208065033,TN,FP
1629,0,0,1,0.5497680902481079,0.8845939636230469,TN,FP
1630,0,0,1,0.5865557193756104,0.9091122150421143,TN,FP
1631,0,0,1,0.5290370583534241,0.9123930335044861,TN,FP
1632,0,0,1,0.5393995046615601,0.8636575937271118,TN,FP
1633,0,0,1,0.5360319018363953,0.8633277416229248,TN,FP
1634,0,0,1,0.5530678629875183,0.8666418194770813,TN,FP
1635,0,0,1,0.5489447116851807,0.8984225392341614,TN,FP
1636,0,0,1,0.5467894077301025,0.8616058230400085,TN,FP
1637,0,0,1,0.5762895941734314,0.8634738326072693,TN,FP
1638,0,0,1,0.5621562004089355,0.854000449180603,TN,FP
1639,0,0,1,0.5677746534347534,0.8380031585693359,TN,FP
1640,0,0,1,0.5550019145011902,0.8657184839248657,TN,FP
1641,0,0,1,0.5405093431472778,0.8296497464179993,TN,FP
1642,0,0,1,0.5599140524864197,0.8377537727355957,TN,FP
1643,0,0,1,0.5367300510406494,0.8231886029243469,TN,FP
1644,0,0,1,0.5445466041564941,0.8479018211364746,TN,FP
1645,0,0,1,0.5457024574279785,0.8165179491043091,TN,FP
1646,0,0,1,0.5482330918312073,0.8175179362297058,TN,FP
1647,0,0,1,0.5327948331832886,0.8331350684165955,TN,FP
1648,0,0,1,0.5532231330871582,0.8188713788986206,TN,FP
1649,0,0,1,0.568189263343811,0.8062869310379028,TN,FP
1650,0,0,1,0.5239073038101196,0.7974572777748108,TN,FP
1651,0,0,1,0.5245561003684998,0.7928848266601562,TN,FP
1652,0,0,1,0.5600554943084717,0.7844027876853943,TN,FP
1653,0,0,1,0.5500964522361755,0.7961238026618958,TN,FP
1654,0,0,1,0.5712144374847412,0.7881009578704834,TN,FP
1655,0,0,1,0.5273295640945435,0.7952957153320312,TN,FP
1656,0,0,1,0.5453483462333679,1.0669900178909302,TN,FP
1657,0,0,1,0.5536967515945435,1.091220498085022,TN,FP
1658,0,0,1,0.5444216728210449,1.0556389093399048,TN,FP
1659,0,0,1,0.5550494194030762,1.053554892539978,TN,FP
1660,0,0,1,0.5698778033256531,1.0528006553649902,TN,FP
1661,0,0,1,0.5425079464912415,1.0450977087020874,TN,FP
1662,0,0,1,0.54926598072052,1.0222699642181396,TN,FP
1663,0,0,1,0.5284984111785889,1.0383379459381104,TN,FP
1664,0,0,1,0.5336123704910278,1.0278372764587402,TN,FP
1665,0,0,1,0.5643002986907959,1.033402919769287,TN,FP
1666,0,0,1,0.5574383735656738,1.0299125909805298,TN,FP
1667,0,0,1,0.5566455721855164,1.0330418348312378,TN,FP
1668,0,0,1,0.5336580872535706,1.03485906124115,TN,FP
1669,0,0,1,0.5375009775161743,1.0149604082107544,TN,FP
1670,0,0,1,0.5668131709098816,1.0354273319244385,TN,FP
1671,0,0,1,0.5516883134841919,1.0077905654907227,TN,FP
1672,0,0,1,0.5663495659828186,1.043877363204956,TN,FP
1673,0,0,1,0.5491133332252502,1.0176700353622437,TN,FP
1674,0,0,1,0.574065625667572,1.0165886878967285,TN,FP
1675,0,0,1,0.5809407830238342,1.0445332527160645,TN,FP
1676,0,0,1,0.5673914551734924,1.0638360977172852,TN,FP
1677,0,0,1,0.5670537948608398,1.009009599685669,TN,FP
1678,0,0,1,0.5496923923492432,1.018832802772522,TN,FP
1679,0,0,1,0.575371265411377,1.0010771751403809,TN,FP
1680,0,0,1,0.5578171014785767,0.9895785450935364,TN,FP
